127.0.0.1 - - [09/Mar/2026:20:07:40 +0000] "GET / HTTP/1.1" 200 27522 "-" "curl/8.5.0"
104.252.191.34 - - [09/Mar/2026:20:40:37 +0000] "GET /https%3A/habarkita.com/ HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:37 +0000] "GET /https%3A/fonts.googleapis.com/css2%3Ffamily%3DCormorant%2BGaramond%3Aital%2Cwght%400%2C300%3B0%2C400%3B1%2C300%3B1%2C400%26family%3DDM%2BSans%3Awght%40200%3B300%3B400%3B500%26display%3Dswap HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:38 +0000] "GET /data%3Aimage/svg%2Bxml%2C%3Csvg%20xmlns%3D%27http%3A/www.w3.org/2000/svg%27%20viewBox%3D%270%200%20100%20100%27%3E%3Ctext%20y%3D%27.9em%27%20font-size%3D%2790%27%3E%E2%9D%A4%3C/text%3E%3C/svg%3E HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:38 +0000] "GET /themes HTTP/1.0" 200 62755 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /https%3A/wa.me/6283865444905%3Ftext%3DHalo%21%20Saya%20mau%20pesan%20undangan%20digital.%20Boleh%20tanya-tanya%20dulu%3F HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /https%3A/wa.me/6283865444905%3Ftext%3DHalo%2C%20saya%20mau%20tanya%20tentang%20undangan%20digital HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /preview/bloompetal HTTP/1.0" 200 57754 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /https%3A/wa.me/6283865444905%3Ftext%3DHalo%21%20Saya%20tertarik%20tema%20%2AMemory%2A.%20Info%20harga%20%26%20cara%20pesan%3F HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /preview/memory HTTP/1.0" 200 60548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /https%3A/wa.me/6283865444905%3Ftext%3DHalo%21%20Saya%20tertarik%20tema%20%2ABloom%20Petal%2A.%20Info%20harga%20%26%20cara%20pesan%3F HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /https%3A/wa.me/6283865444905%3Ftext%3DHalo%21%20Saya%20tertarik%20tema%20%2ANusantara%2A.%20Info%20harga%20%26%20cara%20pesan%3F HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /preview/raudhah HTTP/1.0" 200 65978 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /preview/nusantara HTTP/1.0" 200 54421 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /https%3A/wa.me/6283865444905%3Ftext%3DHalo%21%20Saya%20tertarik%20tema%20%2AMerak%20Banjar%2A.%20Info%20harga%20%26%20cara%20pesan%3F HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /https%3A/wa.me/6283865444905%3Ftext%3DHalo%21%20Saya%20tertarik%20tema%20%2ARaudhah%2A.%20Info%20harga%20%26%20cara%20pesan%3F HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /preview/silverseal HTTP/1.0" 200 55985 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /preview/merakbanjar HTTP/1.0" 200 54855 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /https%3A/wa.me/6283865444905%3Ftext%3DHalo%21%20Saya%20tertarik%20tema%20%2ASilver%20Seal%2A.%20Info%20harga%20%26%20cara%20pesan%3F HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /preview/gerbangzen HTTP/1.0" 200 57983 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /https%3A/wa.me/6283865444905%3Ftext%3DHalo%21%20Saya%20tertarik%20tema%20%2AKita%20Cerita%20Nanti%2A.%20Info%20harga%20%26%20cara%20pesan%3F HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:39 +0000] "GET /https%3A/wa.me/6283865444905%3Ftext%3DHalo%21%20Saya%20tertarik%20tema%20%2AGerbang%20Zen%2A.%20Info%20harga%20%26%20cara%20pesan%3F HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:42 +0000] "GET /https%3A/habarkita.com/https%3A/fonts.googleapis.com/css2%3Ffamily%3DCormorant%2BGaramond%3Aital%2Cwght%400%2C300%3B1%2C300%3B1%2C400%26family%3DDM%2BSans%3Awght%40300%3B400%26display%3Dswap HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:42 +0000] "GET /https%3A/habarkita.com/javascript%3Ahistory.back%28%29 HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
104.252.191.34 - - [09/Mar/2026:20:40:43 +0000] "GET /https%3A/fonts.googleapis.com/https%3A/fonts.googleapis.com/css2%3Ffamily%3DCormorant%2BGaramond%3Aital%2Cwght%400%2C300%3B1%2C300%3B1%2C400%26family%3DDM%2BSans%3Awght%40300%3B400%26display%3Dswap HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
74.7.228.60 - - [09/Mar/2026:20:40:46 +0000] "GET /robots.txt HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; robots.txt; +https://openai.com/searchbot"
91.196.152.162 - - [09/Mar/2026:20:40:55 +0000] "GET / HTTP/1.0" 200 27522 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0"
74.7.228.18 - - [09/Mar/2026:20:41:13 +0000] "GET /robots.txt HTTP/1.0" 404 2226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; robots.txt; +https://openai.com/searchbot"
74.7.227.4 - - [09/Mar/2026:20:41:13 +0000] "GET / HTTP/1.0" 200 27522 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:41:19 +0000] "GET /preview/kitaceritananti HTTP/1.0" 200 56083 "https://www.habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:41:26 +0000] "GET /preview/bloompetal HTTP/1.0" 200 57754 "https://www.habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:41:30 +0000] "GET /themes HTTP/1.0" 200 62755 "https://www.habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:41:31 +0000] "GET /preview/raudhah HTTP/1.0" 200 65978 "https://www.habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:41:33 +0000] "GET /preview/silverseal HTTP/1.0" 200 55985 "https://www.habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:41:58 +0000] "GET /preview/hanagasumi HTTP/1.0" 200 44792 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:41:59 +0000] "GET /preview/cover.jpg HTTP/1.0" 404 2226 "https://www.habarkita.com/preview/kitaceritananti" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:41:59 +0000] "GET /preview/untilifoundyou HTTP/1.0" 200 59470 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:00 +0000] "GET /preview/surga_alam HTTP/1.0" 200 67473 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:00 +0000] "GET /preview/abyssaltide HTTP/1.0" 200 68051 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:01 +0000] "GET /preview/rumahbanjar HTTP/1.0" 200 66152 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:02 +0000] "GET /preview/gendis-jawi HTTP/1.0" 200 48694 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:02 +0000] "GET /preview/harukasutra HTTP/1.0" 200 44070 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:03 +0000] "GET /preview/merakbanjar HTTP/1.0" 200 54855 "https://www.habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:03 +0000] "GET /preview/sekarjagad HTTP/1.0" 200 65465 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:04 +0000] "GET /preview/ruangwaktu HTTP/1.0" 200 55179 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:05 +0000] "GET /preview/kalajingga HTTP/1.0" 200 19990 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:11 +0000] "GET /preview/gerbangzen HTTP/1.0" 200 57983 "https://www.habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:12 +0000] "GET /preview/ceritakita HTTP/1.0" 200 53999 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:13 +0000] "GET /preview/abadi HTTP/1.0" 200 59011 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:13 +0000] "GET /preview/bluesky HTTP/1.0" 200 56000 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:14 +0000] "GET /preview/shinzu HTTP/1.0" 200 43649 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:15 +0000] "GET /preview/firefly HTTP/1.0" 200 28903 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:15 +0000] "GET /preview/lentera HTTP/1.0" 200 30042 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:16 +0000] "GET /preview/nusantara HTTP/1.0" 200 54421 "https://www.habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:16 +0000] "GET /preview/cinematic HTTP/1.0" 200 27084 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:19 +0000] "GET /preview/bersahaja HTTP/1.0" 200 28052 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:21 +0000] "GET /preview/memory HTTP/1.0" 200 60548 "https://www.habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:22 +0000] "GET /preview/sejiwa HTTP/1.0" 200 52314 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:23 +0000] "GET /preview/sakura HTTP/1.0" 200 29176 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:23 +0000] "GET /preview/orizon HTTP/1.0" 200 17624 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.4 - - [09/Mar/2026:20:42:26 +0000] "GET /preview/petalink HTTP/1.0" 200 36113 "https://www.habarkita.com/themes" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
66.220.149.39 - - [09/Mar/2026:20:43:09 +0000] "GET / HTTP/1.0" 200 27522 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
173.252.82.22 - - [09/Mar/2026:20:43:10 +0000] "GET / HTTP/1.0" 200 27522 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
35.89.239.151 - - [09/Mar/2026:20:43:23 +0000] "GET / HTTP/1.0" 200 27522 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0"
91.231.89.19 - - [09/Mar/2026:20:44:19 +0000] "GET / HTTP/1.0" 200 27522 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0"
91.231.89.123 - - [09/Mar/2026:20:50:03 +0000] "GET / HTTP/1.0" 200 27522 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0"
50.17.132.196 - - [09/Mar/2026:20:50:49 +0000] "GET / HTTP/1.0" 200 27522 "-" "okhttp/5.3.0"
50.17.132.196 - - [09/Mar/2026:20:50:49 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "-" "okhttp/5.3.0"
50.17.132.196 - - [09/Mar/2026:20:50:50 +0000] "GET /favicon.png HTTP/1.0" 404 2226 "-" "okhttp/5.3.0"
140.213.10.199 - - [09/Mar/2026:20:50:58 +0000] "GET / HTTP/1.0" 200 27522 "https://l.instagram.com/" "Mozilla/5.0 (Linux; Android 15; TECNO CM5 Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.154 Mobile Safari/537.36 Instagram 419.0.0.49.71 Android (35/15; 440dpi; 1080x2436; TECNO; TECNO CM5; TECNO-CM5; mt6789; id_ID; 896334232; IABMV/1)"
173.252.83.4 - - [09/Mar/2026:20:51:29 +0000] "GET / HTTP/1.0" 200 27522 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
50.17.132.196 - - [09/Mar/2026:20:51:34 +0000] "GET / HTTP/1.0" 200 27522 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/138.0.7204.23 Safari/537.36"
50.17.132.196 - - [09/Mar/2026:20:51:37 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "https://habarkita.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/138.0.7204.23 Safari/537.36"
173.252.70.3 - - [09/Mar/2026:20:52:04 +0000] "GET /robots.txt HTTP/1.0" 404 2226 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
173.252.70.8 - - [09/Mar/2026:20:52:06 +0000] "GET / HTTP/1.0" 200 27522 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
140.213.67.91 - - [09/Mar/2026:20:53:17 +0000] "GET / HTTP/1.0" 200 27522 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:53:21 +0000] "GET / HTTP/1.0" 200 27522 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:53:23 +0000] "GET /admin HTTP/1.0" 302 211 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:53:23 +0000] "GET /admin/login HTTP/1.0" 200 3052 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:53:34 +0000] "POST /admin/login HTTP/1.0" 302 199 "https://habarkita.com/admin/login" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:53:34 +0000] "GET /admin HTTP/1.0" 200 86104 "https://habarkita.com/admin/login" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:53:35 +0000] "GET /admin/create HTTP/1.0" 200 29428 "https://habarkita.com/admin" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:53:35 +0000] "GET /admin/create HTTP/1.0" 200 29428 "https://habarkita.com/admin/create" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:53:44 +0000] "GET /themes HTTP/1.0" 200 62755 "https://habarkita.com/admin/create" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:56:44 +0000] "GET /admin HTTP/1.0" 200 86104 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:56:45 +0000] "GET /admin/create HTTP/1.0" 200 29428 "https://habarkita.com/admin" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
140.213.67.91 - - [09/Mar/2026:20:56:45 +0000] "GET /admin/create HTTP/1.0" 200 29428 "https://habarkita.com/admin/create" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"
74.7.243.249 - - [09/Mar/2026:20:58:09 +0000] "GET / HTTP/1.0" 200 27522 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.243.249 - - [09/Mar/2026:20:58:17 +0000] "GET /preview/bloompetal HTTP/1.0" 200 57754 "https://habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.243.249 - - [09/Mar/2026:20:58:19 +0000] "GET /preview/memory HTTP/1.0" 200 60548 "https://habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.243.249 - - [09/Mar/2026:20:58:21 +0000] "GET /preview/silverseal HTTP/1.0" 200 55985 "https://habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.243.249 - - [09/Mar/2026:20:58:23 +0000] "GET /preview/nusantara HTTP/1.0" 200 54421 "https://habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.243.249 - - [09/Mar/2026:20:58:26 +0000] "GET /preview/raudhah HTTP/1.0" 200 65978 "https://habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.243.249 - - [09/Mar/2026:20:58:28 +0000] "GET /preview/kitaceritananti HTTP/1.0" 200 56083 "https://habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.243.249 - - [09/Mar/2026:20:58:39 +0000] "GET /themes HTTP/1.0" 200 62755 "https://habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.243.249 - - [09/Mar/2026:20:58:41 +0000] "GET /preview/cover.jpg HTTP/1.0" 404 2226 "https://habarkita.com/preview/silverseal" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.243.249 - - [09/Mar/2026:20:58:42 +0000] "GET /preview/merakbanjar HTTP/1.0" 200 54855 "https://habarkita.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
